,index,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value
90,90,khan,63,2308,relieff_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.7
91,91,khan,63,2308,relaxed_lasso_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.54
92,92,khan,63,2308,f_classif_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.76
93,93,khan,63,2308,RFE_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.34
94,94,khan,63,2308,relieff_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.64
95,95,khan,63,2308,relaxed_lasso_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.48
96,96,khan,63,2308,f_classif_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.8200000000000001
97,97,khan,63,2308,RFE_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.44
98,98,khan,63,2308,relieff_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.66
99,99,khan,63,2308,relaxed_lasso_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.54
100,100,khan,63,2308,f_classif_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.8
101,101,khan,63,2308,RFE_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.38
102,102,khan,63,2308,relieff_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.7
103,103,khan,63,2308,relaxed_lasso_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.5800000000000001
104,104,khan,63,2308,f_classif_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.8
105,105,khan,63,2308,RFE_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.48
106,106,khan,63,2308,relieff_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.78
107,107,khan,63,2308,relaxed_lasso_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.54
108,108,khan,63,2308,f_classif_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.54
109,109,khan,63,2308,RFE_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.28
110,110,khan,63,2308,relieff_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.33999999999999997
111,111,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.30000000000000004
112,112,khan,63,2308,f_classif_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.6200000000000001
113,113,khan,63,2308,RFE_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.34
114,114,khan,63,2308,relieff_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.44000000000000006
115,115,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.38
116,116,khan,63,2308,f_classif_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.6799999999999999
117,117,khan,63,2308,RFE_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.34
118,118,khan,63,2308,relieff_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.48
119,119,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.4
120,120,khan,63,2308,f_classif_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.72
121,121,khan,63,2308,RFE_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.32
122,122,khan,63,2308,relieff_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.52
123,123,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.4
124,124,khan,63,2308,f_classif_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.74
125,125,khan,63,2308,RFE_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.33999999999999997
126,126,khan,63,2308,relieff_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.6000000000000001
127,127,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.46
128,128,khan,63,2308,f_classif_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.8
129,129,khan,63,2308,RFE_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.5800000000000001
130,130,khan,63,2308,relieff_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.74
131,131,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.5
132,132,khan,63,2308,f_classif_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.8400000000000001
133,133,khan,63,2308,RFE_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.64
134,134,khan,63,2308,relieff_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.78
135,135,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.5800000000000001
136,136,khan,63,2308,f_classif_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.94
137,137,khan,63,2308,RFE_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.56
138,138,khan,63,2308,relieff_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.8999999999999999
139,139,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.64
140,140,khan,63,2308,f_classif_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.96
141,141,khan,63,2308,RFE_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.6599999999999999
142,142,khan,63,2308,relieff_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.9199999999999999
143,143,khan,63,2308,relaxed_lasso_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.64
144,144,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.56
145,145,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.33999999999999997
146,146,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.42000000000000004
147,147,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.3
148,148,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.72
149,149,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.32
150,150,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.56
151,151,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),2,Leave-one-out,2,PR-AUC,0.38
152,152,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.78
153,153,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.42000000000000004
154,154,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.6000000000000001
155,155,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),3,Leave-one-out,2,PR-AUC,0.44
156,156,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.78
157,157,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.32
158,158,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.5800000000000001
159,159,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),4,Leave-one-out,2,PR-AUC,0.48000000000000004
160,160,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.86
161,161,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.36
162,162,khan,63,2308,relieff_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.6200000000000001
163,163,khan,63,2308,relaxed_lasso_wrapper,KNeighborsClassifier(),5,Leave-one-out,2,PR-AUC,0.48000000000000004
164,164,khan,63,2308,f_classif_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.9
165,165,khan,63,2308,RFE_wrapper,KNeighborsClassifier(),10,Leave-one-out,2,PR-AUC,0.36
