,Estimator,Score Time (Mean),Number of features selected (K),Score Function,Fit Time (Mean),Dataset Name
128,LogisticRegression,0.2917371988296509,10,f_classif_wrapper,0.05834400653839111,bladderbatch
129,LogisticRegression,0.2583177089691162,10,RFE_wrapper,0.09151005744934082,bladderbatch
130,LogisticRegression,0.23787057399749756,10,relieff_wrapper,0.07880020141601562,bladderbatch
131,LogisticRegression,0.2997061014175415,10,relaxed_lasso_wrapper,0.055351972579956055,bladderbatch
132,LogisticRegression,0.31790316104888916,20,f_classif_wrapper,0.03789877891540527,bladderbatch
133,LogisticRegression,0.2867330312728882,20,RFE_wrapper,0.03490650653839111,bladderbatch
134,LogisticRegression,0.2568131685256958,20,relieff_wrapper,0.04338371753692627,bladderbatch
135,LogisticRegression,0.2388688325881958,20,relaxed_lasso_wrapper,0.04039192199707031,bladderbatch
136,LogisticRegression,0.23936796188354492,50,f_classif_wrapper,0.034407973289489746,bladderbatch
137,LogisticRegression,0.27053844928741455,50,RFE_wrapper,0.045133113861083984,bladderbatch
138,LogisticRegression,0.2598135471343994,50,relieff_wrapper,0.06258666515350342,bladderbatch
139,LogisticRegression,0.33162832260131836,50,relaxed_lasso_wrapper,0.07081091403961182,bladderbatch
140,LogisticRegression,0.3358631134033203,100,f_classif_wrapper,0.06258642673492432,bladderbatch
141,LogisticRegression,0.30943381786346436,100,RFE_wrapper,0.06807148456573486,bladderbatch
142,LogisticRegression,0.2675459384918213,100,relieff_wrapper,0.05361032485961914,bladderbatch
143,LogisticRegression,0.2603108882904053,100,relaxed_lasso_wrapper,0.07854354381561279,bladderbatch
144,KNeighborsClassifier,0.2483428716659546,1,f_classif_wrapper,0.04488027095794678,bladderbatch
145,KNeighborsClassifier,0.25182604789733887,1,RFE_wrapper,0.03390955924987793,bladderbatch
146,KNeighborsClassifier,0.27975165843963623,1,relieff_wrapper,0.031914353370666504,bladderbatch
147,KNeighborsClassifier,0.3056821823120117,1,relaxed_lasso_wrapper,0.039893388748168945,bladderbatch
148,KNeighborsClassifier,0.2615545988082886,2,f_classif_wrapper,0.03341054916381836,bladderbatch
149,KNeighborsClassifier,0.2600669860839844,2,RFE_wrapper,0.03141593933105469,bladderbatch
150,KNeighborsClassifier,0.2590693235397339,2,relieff_wrapper,0.051117539405822754,bladderbatch
151,KNeighborsClassifier,0.23886895179748535,2,relaxed_lasso_wrapper,0.043637633323669434,bladderbatch
152,KNeighborsClassifier,0.23537802696228027,3,f_classif_wrapper,0.029919862747192383,bladderbatch
153,KNeighborsClassifier,0.24335670471191406,3,RFE_wrapper,0.028904199600219727,bladderbatch
154,KNeighborsClassifier,0.31292402744293213,3,relieff_wrapper,0.03640270233154297,bladderbatch
155,KNeighborsClassifier,0.2433563470840454,3,relaxed_lasso_wrapper,0.031415700912475586,bladderbatch
156,KNeighborsClassifier,0.2428574562072754,4,f_classif_wrapper,0.0787966251373291,bladderbatch
157,KNeighborsClassifier,0.2533299922943115,4,RFE_wrapper,0.04388260841369629,bladderbatch
158,KNeighborsClassifier,0.2575720548629761,4,relieff_wrapper,0.031668663024902344,bladderbatch
159,KNeighborsClassifier,0.24734580516815186,4,relaxed_lasso_wrapper,0.031668782234191895,bladderbatch
160,KNeighborsClassifier,0.26854264736175537,5,f_classif_wrapper,0.028423786163330078,bladderbatch
161,KNeighborsClassifier,0.2927253246307373,5,RFE_wrapper,0.03366351127624512,bladderbatch
162,KNeighborsClassifier,0.2610553503036499,5,relieff_wrapper,0.045632123947143555,bladderbatch
163,KNeighborsClassifier,0.2548179626464844,5,relaxed_lasso_wrapper,0.06183433532714844,bladderbatch
164,KNeighborsClassifier,0.2358689308166504,10,f_classif_wrapper,0.04886925220489502,bladderbatch
165,KNeighborsClassifier,0.24908828735351562,10,RFE_wrapper,0.03889572620391846,bladderbatch
166,KNeighborsClassifier,0.27152860164642334,10,relieff_wrapper,0.04089009761810303,bladderbatch
167,KNeighborsClassifier,0.2598145008087158,10,relaxed_lasso_wrapper,0.03939461708068848,bladderbatch
168,KNeighborsClassifier,0.39421701431274414,20,f_classif_wrapper,0.0426408052444458,bladderbatch
169,KNeighborsClassifier,0.35331761837005615,20,RFE_wrapper,0.04114425182342529,bladderbatch
170,KNeighborsClassifier,0.36952805519104004,20,relieff_wrapper,0.03565800189971924,bladderbatch
171,KNeighborsClassifier,0.37401628494262695,20,relaxed_lasso_wrapper,0.029420971870422363,bladderbatch
172,KNeighborsClassifier,0.3722747564315796,50,f_classif_wrapper,0.031914472579956055,bladderbatch
173,KNeighborsClassifier,0.36503851413726807,50,RFE_wrapper,0.024434924125671387,bladderbatch
174,KNeighborsClassifier,0.29148077964782715,50,relieff_wrapper,0.03041839599609375,bladderbatch
175,KNeighborsClassifier,0.29247796535491943,50,relaxed_lasso_wrapper,0.031914710998535156,bladderbatch
176,KNeighborsClassifier,0.2720327377319336,100,f_classif_wrapper,0.060837507247924805,bladderbatch
177,KNeighborsClassifier,0.242853045463562,100,RFE_wrapper,0.023940205574035645,bladderbatch
178,KNeighborsClassifier,0.2264014482498169,100,relieff_wrapper,0.04338395595550537,bladderbatch
179,KNeighborsClassifier,0.22192299365997314,100,relaxed_lasso_wrapper,0.04089069366455078,bladderbatch
0,GaussianNB,0.14493918418884277,1,f_classif_wrapper,0.03727984428405762,sorlie
1,GaussianNB,0.15395724773406982,1,RFE_wrapper,0.03899192810058594,sorlie
2,GaussianNB,0.1517578363418579,1,relieff_wrapper,0.03700423240661621,sorlie
3,GaussianNB,0.0,1,relaxed_lasso_wrapper,0.03576052188873291,sorlie
4,GaussianNB,0.12953829765319824,2,f_classif_wrapper,0.0320054292678833,sorlie
5,GaussianNB,0.143468976020813,2,RFE_wrapper,0.038547515869140625,sorlie
6,GaussianNB,0.1834423542022705,2,relieff_wrapper,0.032734036445617676,sorlie
7,GaussianNB,0.0,2,relaxed_lasso_wrapper,0.03351616859436035,sorlie
8,GaussianNB,0.1399857997894287,3,f_classif_wrapper,0.04106771945953369,sorlie
9,GaussianNB,0.14299476146697998,3,RFE_wrapper,0.023057937622070312,sorlie
10,GaussianNB,0.13094472885131836,3,relieff_wrapper,0.03357267379760742,sorlie
11,GaussianNB,0.0,3,relaxed_lasso_wrapper,0.03291773796081543,sorlie
12,GaussianNB,0.1239856481552124,4,f_classif_wrapper,0.02698361873626709,sorlie
13,GaussianNB,0.14549386501312256,4,RFE_wrapper,0.021243572235107422,sorlie
14,GaussianNB,0.13747012615203857,4,relieff_wrapper,0.02697312831878662,sorlie
15,GaussianNB,0.0,4,relaxed_lasso_wrapper,0.034751057624816895,sorlie
16,GaussianNB,0.13648569583892822,5,f_classif_wrapper,0.02699291706085205,sorlie
17,GaussianNB,0.12599313259124756,5,RFE_wrapper,0.02573227882385254,sorlie
18,GaussianNB,0.1419762372970581,5,relieff_wrapper,0.02450275421142578,sorlie
19,GaussianNB,0.0,5,relaxed_lasso_wrapper,0.03199052810668945,sorlie
20,GaussianNB,0.1604781150817871,10,f_classif_wrapper,0.027006030082702637,sorlie
21,GaussianNB,0.16995370388031006,10,RFE_wrapper,0.027997970581054688,sorlie
22,GaussianNB,0.17367947101593018,10,relieff_wrapper,0.032974839210510254,sorlie
23,GaussianNB,0.0,10,relaxed_lasso_wrapper,0.038488030433654785,sorlie
24,GaussianNB,0.15698254108428955,20,f_classif_wrapper,0.036470651626586914,sorlie
25,GaussianNB,0.13848066329956055,20,RFE_wrapper,0.04098093509674072,sorlie
26,GaussianNB,0.13348567485809326,20,relieff_wrapper,0.03748118877410889,sorlie
27,GaussianNB,0.0,20,relaxed_lasso_wrapper,0.04996180534362793,sorlie
28,GaussianNB,0.15247869491577148,50,f_classif_wrapper,0.0264894962310791,sorlie
29,GaussianNB,0.1469513177871704,50,RFE_wrapper,0.021758437156677246,sorlie
30,GaussianNB,0.14150643348693848,50,relieff_wrapper,0.025755763053894043,sorlie
31,GaussianNB,0.0,50,relaxed_lasso_wrapper,0.029501676559448242,sorlie
32,GaussianNB,0.13802266120910645,100,f_classif_wrapper,0.024000167846679688,sorlie
33,GaussianNB,0.1357361078262329,100,RFE_wrapper,0.032778024673461914,sorlie
34,GaussianNB,0.13952124118804932,100,relieff_wrapper,0.02399599552154541,sorlie
35,GaussianNB,0.0,100,relaxed_lasso_wrapper,0.02798604965209961,sorlie
36,SVC,0.16401934623718262,1,f_classif_wrapper,0.029493212699890137,sorlie
37,SVC,0.161504864692688,1,RFE_wrapper,0.030243396759033203,sorlie
38,SVC,0.1750180721282959,1,relieff_wrapper,0.07947814464569092,sorlie
39,SVC,0.0,1,relaxed_lasso_wrapper,0.024991393089294434,sorlie
40,SVC,0.1484823226928711,2,f_classif_wrapper,0.03751170635223389,sorlie
41,SVC,0.14323091506958008,2,RFE_wrapper,0.021306753158569336,sorlie
42,SVC,0.1504613161087036,2,relieff_wrapper,0.03453516960144043,sorlie
43,SVC,0.0,2,relaxed_lasso_wrapper,0.03475308418273926,sorlie
44,SVC,0.13571393489837646,3,f_classif_wrapper,0.04998219013214111,sorlie
45,SVC,0.1439749002456665,3,RFE_wrapper,0.05648541450500488,sorlie
46,SVC,0.13600194454193115,3,relieff_wrapper,0.034238576889038086,sorlie
47,SVC,0.0,3,relaxed_lasso_wrapper,0.031501054763793945,sorlie
48,SVC,0.13400352001190186,4,f_classif_wrapper,0.030248165130615234,sorlie
49,SVC,0.1380612850189209,4,RFE_wrapper,0.02699267864227295,sorlie
50,SVC,0.16554152965545654,4,relieff_wrapper,0.03851497173309326,sorlie
51,SVC,0.0,4,relaxed_lasso_wrapper,0.036489009857177734,sorlie
52,SVC,0.1694704294204712,5,f_classif_wrapper,0.04079127311706543,sorlie
53,SVC,0.1774691343307495,5,RFE_wrapper,0.0485306978225708,sorlie
54,SVC,0.13676166534423828,5,relieff_wrapper,0.061785221099853516,sorlie
55,SVC,0.0,5,relaxed_lasso_wrapper,0.053572893142700195,sorlie
56,SVC,0.1379711627960205,10,f_classif_wrapper,0.04307436943054199,sorlie
57,SVC,0.1294628381729126,10,RFE_wrapper,0.03224015235900879,sorlie
58,SVC,0.13994836807250977,10,relieff_wrapper,0.027003049850463867,sorlie
59,SVC,0.0,10,relaxed_lasso_wrapper,0.02900707721710205,sorlie
60,SVC,0.14645779132843018,20,f_classif_wrapper,0.038495421409606934,sorlie
61,SVC,0.1647050380706787,20,RFE_wrapper,0.03150653839111328,sorlie
62,SVC,0.1270076036453247,20,relieff_wrapper,0.03198564052581787,sorlie
63,SVC,0.0,20,relaxed_lasso_wrapper,0.02824985980987549,sorlie
64,SVC,0.13898026943206787,50,f_classif_wrapper,0.0320054292678833,sorlie
65,SVC,0.1452418565750122,50,RFE_wrapper,0.05726456642150879,sorlie
66,SVC,0.18896663188934326,50,relieff_wrapper,0.0269930362701416,sorlie
67,SVC,0.0,50,relaxed_lasso_wrapper,0.027008533477783203,sorlie
68,SVC,0.18498587608337402,100,f_classif_wrapper,0.03449749946594238,sorlie
69,SVC,0.19250023365020752,100,RFE_wrapper,0.038520216941833496,sorlie
70,SVC,0.14602434635162354,100,relieff_wrapper,0.027516603469848633,sorlie
71,SVC,0.0,100,relaxed_lasso_wrapper,0.021998286247253418,sorlie
72,RandomForestClassifier,0.22295868396759033,1,f_classif_wrapper,0.2960878610610962,sorlie
73,RandomForestClassifier,0.22595107555389404,1,RFE_wrapper,0.26704490184783936,sorlie
74,RandomForestClassifier,0.2726856470108032,1,relieff_wrapper,0.2815377712249756,sorlie
75,RandomForestClassifier,0.0,1,relaxed_lasso_wrapper,0.021512746810913086,sorlie
76,RandomForestClassifier,0.22971057891845703,2,f_classif_wrapper,0.30098235607147217,sorlie
77,RandomForestClassifier,0.209983229637146,2,RFE_wrapper,0.30019593238830566,sorlie
78,RandomForestClassifier,0.21550238132476807,2,relieff_wrapper,0.30741405487060547,sorlie
79,RandomForestClassifier,0.0,2,relaxed_lasso_wrapper,0.024512529373168945,sorlie
80,RandomForestClassifier,0.1894747018814087,3,f_classif_wrapper,0.29361915588378906,sorlie
81,RandomForestClassifier,0.15847253799438477,3,RFE_wrapper,0.2756354808807373,sorlie
82,RandomForestClassifier,0.21891343593597412,3,relieff_wrapper,0.277116060256958,sorlie
83,RandomForestClassifier,0.0,3,relaxed_lasso_wrapper,0.026527047157287598,sorlie
84,RandomForestClassifier,0.22746145725250244,4,f_classif_wrapper,0.27354443073272705,sorlie
85,RandomForestClassifier,0.20474004745483398,4,RFE_wrapper,0.2920045852661133,sorlie
86,RandomForestClassifier,0.1840149164199829,4,relieff_wrapper,0.3289071321487427,sorlie
87,RandomForestClassifier,0.0,4,relaxed_lasso_wrapper,0.03347933292388916,sorlie
88,RandomForestClassifier,0.2060096263885498,5,f_classif_wrapper,0.28799259662628174,sorlie
89,RandomForestClassifier,0.19547271728515625,5,RFE_wrapper,0.277474045753479,sorlie
90,RandomForestClassifier,0.2584720849990845,5,relieff_wrapper,0.293959379196167,sorlie
91,RandomForestClassifier,0.0,5,relaxed_lasso_wrapper,0.024768590927124023,sorlie
92,RandomForestClassifier,0.1889127492904663,10,f_classif_wrapper,0.2460092306137085,sorlie
93,RandomForestClassifier,0.20743978023529053,10,RFE_wrapper,0.2729933261871338,sorlie
94,RandomForestClassifier,0.19002413749694824,10,relieff_wrapper,0.39543282985687256,sorlie
95,RandomForestClassifier,0.0,10,relaxed_lasso_wrapper,0.043946027755737305,sorlie
96,RandomForestClassifier,0.23730218410491943,20,f_classif_wrapper,0.26025378704071045,sorlie
97,RandomForestClassifier,0.1955169439315796,20,RFE_wrapper,0.2889643907546997,sorlie
98,RandomForestClassifier,0.2299402952194214,20,relieff_wrapper,0.2930717468261719,sorlie
99,RandomForestClassifier,0.0,20,relaxed_lasso_wrapper,0.02349698543548584,sorlie
100,RandomForestClassifier,0.22491121292114258,50,f_classif_wrapper,0.2540971040725708,sorlie
101,RandomForestClassifier,0.23949551582336426,50,RFE_wrapper,0.3173062801361084,sorlie
102,RandomForestClassifier,0.18505465984344482,50,relieff_wrapper,0.35000133514404297,sorlie
103,RandomForestClassifier,0.0,50,relaxed_lasso_wrapper,0.02498340606689453,sorlie
104,RandomForestClassifier,0.15570688247680664,100,f_classif_wrapper,0.2830054759979248,sorlie
105,RandomForestClassifier,0.1614828109741211,100,RFE_wrapper,0.2650035619735718,sorlie
106,RandomForestClassifier,0.19795489311218262,100,relieff_wrapper,0.27248501777648926,sorlie
107,RandomForestClassifier,0.0,100,relaxed_lasso_wrapper,0.024978041648864746,sorlie
108,LogisticRegression,0.14096784591674805,1,f_classif_wrapper,0.02899491786956787,sorlie
109,LogisticRegression,0.12798762321472168,1,RFE_wrapper,0.031955718994140625,sorlie
110,LogisticRegression,0.14796292781829834,1,relieff_wrapper,0.032997965812683105,sorlie
111,LogisticRegression,0.0,1,relaxed_lasso_wrapper,0.02499377727508545,sorlie
112,LogisticRegression,0.17353355884552002,2,f_classif_wrapper,0.04746818542480469,sorlie
113,LogisticRegression,0.13701260089874268,2,RFE_wrapper,0.06701779365539551,sorlie
114,LogisticRegression,0.1470165252685547,2,relieff_wrapper,0.045014023780822754,sorlie
115,LogisticRegression,0.0,2,relaxed_lasso_wrapper,0.02801954746246338,sorlie
116,LogisticRegression,0.13146305084228516,3,f_classif_wrapper,0.0415036678314209,sorlie
117,LogisticRegression,0.1369485855102539,3,RFE_wrapper,0.0315091609954834,sorlie
118,LogisticRegression,0.17186927795410156,3,relieff_wrapper,0.029262900352478027,sorlie
119,LogisticRegression,0.0,3,relaxed_lasso_wrapper,0.03672528266906738,sorlie
120,LogisticRegression,0.12627315521240234,4,f_classif_wrapper,0.03490650653839111,sorlie
121,LogisticRegression,0.12836039066314697,4,RFE_wrapper,0.028922557830810547,sorlie
122,LogisticRegression,0.1359490156173706,4,relieff_wrapper,0.034407854080200195,sorlie
123,LogisticRegression,0.0,4,relaxed_lasso_wrapper,0.028434038162231445,sorlie
124,LogisticRegression,0.12699151039123535,5,f_classif_wrapper,0.030986547470092773,sorlie
125,LogisticRegression,0.14799833297729492,5,RFE_wrapper,0.03149616718292236,sorlie
126,LogisticRegression,0.14674675464630127,5,relieff_wrapper,0.03551638126373291,sorlie
127,LogisticRegression,0.0,5,relaxed_lasso_wrapper,0.024512767791748047,sorlie
128,LogisticRegression,0.13293874263763428,10,f_classif_wrapper,0.06946468353271484,sorlie
129,LogisticRegression,0.13245558738708496,10,RFE_wrapper,0.07620131969451904,sorlie
130,LogisticRegression,0.13342678546905518,10,relieff_wrapper,0.03798985481262207,sorlie
131,LogisticRegression,0.0,10,relaxed_lasso_wrapper,0.0284956693649292,sorlie
132,LogisticRegression,0.14099276065826416,20,f_classif_wrapper,0.04498279094696045,sorlie
133,LogisticRegression,0.14146888256072998,20,RFE_wrapper,0.032731056213378906,sorlie
134,LogisticRegression,0.1737353801727295,20,relieff_wrapper,0.0327221155166626,sorlie
135,LogisticRegression,0.0,20,relaxed_lasso_wrapper,0.029509544372558594,sorlie
136,LogisticRegression,0.1332794427871704,50,f_classif_wrapper,0.03674769401550293,sorlie
137,LogisticRegression,0.14603137969970703,50,RFE_wrapper,0.04302048683166504,sorlie
138,LogisticRegression,0.14824151992797852,50,relieff_wrapper,0.05705130100250244,sorlie
139,LogisticRegression,0.0,50,relaxed_lasso_wrapper,0.023989558219909668,sorlie
140,LogisticRegression,0.1779768466949463,100,f_classif_wrapper,0.047992706298828125,sorlie
141,LogisticRegression,0.1954137086868286,100,RFE_wrapper,0.06953740119934082,sorlie
142,LogisticRegression,0.14541316032409668,100,relieff_wrapper,0.054534196853637695,sorlie
143,LogisticRegression,0.0,100,relaxed_lasso_wrapper,0.02349555492401123,sorlie
144,KNeighborsClassifier,0.14851820468902588,1,f_classif_wrapper,0.04099392890930176,sorlie
145,KNeighborsClassifier,0.15301930904388428,1,RFE_wrapper,0.03598737716674805,sorlie
146,KNeighborsClassifier,0.13798940181732178,1,relieff_wrapper,0.037505388259887695,sorlie
147,KNeighborsClassifier,0.0,1,relaxed_lasso_wrapper,0.03651261329650879,sorlie
148,KNeighborsClassifier,0.14697480201721191,2,f_classif_wrapper,0.0437772274017334,sorlie
149,KNeighborsClassifier,0.14324498176574707,2,RFE_wrapper,0.03151500225067139,sorlie
150,KNeighborsClassifier,0.14698851108551025,2,relieff_wrapper,0.03050100803375244,sorlie
151,KNeighborsClassifier,0.0,2,relaxed_lasso_wrapper,0.028481602668762207,sorlie
152,KNeighborsClassifier,0.1555567979812622,3,f_classif_wrapper,0.02301013469696045,sorlie
153,KNeighborsClassifier,0.13953208923339844,3,RFE_wrapper,0.02250981330871582,sorlie
154,KNeighborsClassifier,0.1375408172607422,3,relieff_wrapper,0.02500021457672119,sorlie
155,KNeighborsClassifier,0.0,3,relaxed_lasso_wrapper,0.02800273895263672,sorlie
156,KNeighborsClassifier,0.1560206413269043,4,f_classif_wrapper,0.027008652687072754,sorlie
157,KNeighborsClassifier,0.15475714206695557,4,RFE_wrapper,0.03175795078277588,sorlie
158,KNeighborsClassifier,0.20404505729675293,4,relieff_wrapper,0.03699052333831787,sorlie
159,KNeighborsClassifier,0.0,4,relaxed_lasso_wrapper,0.04427540302276611,sorlie
160,KNeighborsClassifier,0.16601693630218506,5,f_classif_wrapper,0.025977611541748047,sorlie
161,KNeighborsClassifier,0.14397776126861572,5,RFE_wrapper,0.05552077293395996,sorlie
162,KNeighborsClassifier,0.1419661045074463,5,relieff_wrapper,0.04401063919067383,sorlie
163,KNeighborsClassifier,0.0,5,relaxed_lasso_wrapper,0.04497504234313965,sorlie
164,KNeighborsClassifier,0.1514679193496704,10,f_classif_wrapper,0.03548896312713623,sorlie
165,KNeighborsClassifier,0.15672433376312256,10,RFE_wrapper,0.027001380920410156,sorlie
166,KNeighborsClassifier,0.15350055694580078,10,relieff_wrapper,0.03047633171081543,sorlie
167,KNeighborsClassifier,0.0,10,relaxed_lasso_wrapper,0.03700757026672363,sorlie
168,KNeighborsClassifier,0.31972169876098633,20,f_classif_wrapper,0.030270099639892578,sorlie
169,KNeighborsClassifier,0.3624979257583618,20,RFE_wrapper,0.02799975872039795,sorlie
170,KNeighborsClassifier,0.39102065563201904,20,relieff_wrapper,0.03699362277984619,sorlie
171,KNeighborsClassifier,0.0,20,relaxed_lasso_wrapper,0.030524611473083496,sorlie
172,KNeighborsClassifier,0.42599594593048096,50,f_classif_wrapper,0.02800881862640381,sorlie
173,KNeighborsClassifier,0.39899563789367676,50,RFE_wrapper,0.025994062423706055,sorlie
174,KNeighborsClassifier,0.3987393379211426,50,relieff_wrapper,0.020986437797546387,sorlie
175,KNeighborsClassifier,0.0,50,relaxed_lasso_wrapper,0.026485443115234375,sorlie
176,KNeighborsClassifier,0.1710447072982788,100,f_classif_wrapper,0.025977253913879395,sorlie
177,KNeighborsClassifier,0.14997649192810059,100,RFE_wrapper,0.03903794288635254,sorlie
178,KNeighborsClassifier,0.13146495819091797,100,relieff_wrapper,0.036481499671936035,sorlie
179,KNeighborsClassifier,0.0,100,relaxed_lasso_wrapper,0.02649521827697754,sorlie
0,GaussianNB,0.25308382511138916,1,f_classif_wrapper,0.029415488243103027,subramanian
1,GaussianNB,0.22839570045471191,1,RFE_wrapper,0.03490602970123291,subramanian
2,GaussianNB,0.22490501403808594,1,relieff_wrapper,0.03041839599609375,subramanian
3,GaussianNB,0.24584877490997314,1,relaxed_lasso_wrapper,0.032169461250305176,subramanian
4,GaussianNB,0.23637521266937256,2,f_classif_wrapper,0.026429295539855957,subramanian
5,GaussianNB,0.22889578342437744,2,RFE_wrapper,0.03141605854034424,subramanian
6,GaussianNB,0.2600668668746948,2,relieff_wrapper,0.03540515899658203,subramanian
7,GaussianNB,0.2752723693847656,2,relaxed_lasso_wrapper,0.020943522453308105,subramanian
8,GaussianNB,0.26230621337890625,3,f_classif_wrapper,0.01845073699951172,subramanian
9,GaussianNB,0.26779282093048096,3,RFE_wrapper,0.027933239936828613,subramanian
10,GaussianNB,0.27951502799987793,3,relieff_wrapper,0.01970088481903076,subramanian
11,GaussianNB,0.2418609857559204,3,relaxed_lasso_wrapper,0.03416264057159424,subramanian
12,GaussianNB,0.29197990894317627,4,f_classif_wrapper,0.031914472579956055,subramanian
13,GaussianNB,0.32090234756469727,4,RFE_wrapper,0.021442532539367676,subramanian
14,GaussianNB,0.2874915599822998,4,relieff_wrapper,0.02293872833251953,subramanian
15,GaussianNB,0.2907363176345825,4,relaxed_lasso_wrapper,0.03690147399902344,subramanian
16,GaussianNB,0.2550787925720215,5,f_classif_wrapper,0.06358373165130615,subramanian
17,GaussianNB,0.26180756092071533,5,RFE_wrapper,0.03266620635986328,subramanian
18,GaussianNB,0.2348790168762207,5,relieff_wrapper,0.025685787200927734,subramanian
19,GaussianNB,0.2358759641647339,5,relaxed_lasso_wrapper,0.023935556411743164,subramanian
20,GaussianNB,0.28799378871917725,10,f_classif_wrapper,0.023935556411743164,subramanian
21,GaussianNB,0.327140212059021,10,RFE_wrapper,0.024933338165283203,subramanian
22,GaussianNB,0.28350329399108887,10,relieff_wrapper,0.03390514850616455,subramanian
23,GaussianNB,0.2924792766571045,10,relaxed_lasso_wrapper,0.0359041690826416,subramanian
24,GaussianNB,0.26480650901794434,20,f_classif_wrapper,0.024933338165283203,subramanian
25,GaussianNB,0.2458493709564209,20,RFE_wrapper,0.044634461402893066,subramanian
26,GaussianNB,0.2909824848175049,20,relieff_wrapper,0.025931119918823242,subramanian
27,GaussianNB,0.2982172966003418,20,relaxed_lasso_wrapper,0.02592623233795166,subramanian
28,GaussianNB,0.3019533157348633,50,f_classif_wrapper,0.03191518783569336,subramanian
29,GaussianNB,0.23138880729675293,50,RFE_wrapper,0.04089081287384033,subramanian
30,GaussianNB,0.2485964298248291,50,relieff_wrapper,0.02243959903717041,subramanian
31,GaussianNB,0.23214221000671387,50,relaxed_lasso_wrapper,0.019946575164794922,subramanian
32,GaussianNB,0.22789812088012695,100,f_classif_wrapper,0.029920101165771484,subramanian
33,GaussianNB,0.2588247060775757,100,RFE_wrapper,0.018949270248413086,subramanian
34,GaussianNB,0.25258660316467285,100,relieff_wrapper,0.02593088150024414,subramanian
35,GaussianNB,0.2962146997451782,100,relaxed_lasso_wrapper,0.02119767665863037,subramanian
36,SVC,0.3024517297744751,1,f_classif_wrapper,0.028423786163330078,subramanian
37,SVC,0.2827582359313965,1,RFE_wrapper,0.05734670162200928,subramanian
38,SVC,0.23837780952453613,1,relieff_wrapper,0.03291189670562744,subramanian
39,SVC,0.24585020542144775,1,relaxed_lasso_wrapper,0.03341817855834961,subramanian
40,SVC,0.26355671882629395,2,f_classif_wrapper,0.02543187141418457,subramanian
41,SVC,0.25183045864105225,2,RFE_wrapper,0.03566133975982666,subramanian
42,SVC,0.24186038970947266,2,relieff_wrapper,0.03241324424743652,subramanian
43,SVC,0.26779818534851074,2,relaxed_lasso_wrapper,0.04039192199707031,subramanian
44,SVC,0.34060347080230713,3,f_classif_wrapper,0.024933576583862305,subramanian
45,SVC,0.2645542621612549,3,RFE_wrapper,0.059095144271850586,subramanian
46,SVC,0.28101015090942383,3,relieff_wrapper,0.034407854080200195,subramanian
47,SVC,0.2560768127441406,3,relaxed_lasso_wrapper,0.04338371753692627,subramanian
48,SVC,0.24734580516815186,4,f_classif_wrapper,0.022194504737854004,subramanian
49,SVC,0.2637983560562134,4,RFE_wrapper,0.027184486389160156,subramanian
50,SVC,0.330136775970459,4,relieff_wrapper,0.028423786163330078,subramanian
51,SVC,0.2742730379104614,4,relaxed_lasso_wrapper,0.02618396282196045,subramanian
52,SVC,0.2505815029144287,5,f_classif_wrapper,0.036910057067871094,subramanian
53,SVC,0.2560766935348511,5,RFE_wrapper,0.03540492057800293,subramanian
54,SVC,0.24510574340820312,5,relieff_wrapper,0.023936033248901367,subramanian
55,SVC,0.24086284637451172,5,relaxed_lasso_wrapper,0.03291189670562744,subramanian
56,SVC,0.24685406684875488,10,f_classif_wrapper,0.023936033248901367,subramanian
57,SVC,0.2618069648742676,10,RFE_wrapper,0.029175519943237305,subramanian
58,SVC,0.3318735361099243,10,relieff_wrapper,0.02243983745574951,subramanian
59,SVC,0.27253270149230957,10,relaxed_lasso_wrapper,0.03291165828704834,subramanian
60,SVC,0.2613084316253662,20,f_classif_wrapper,0.04313850402832031,subramanian
61,SVC,0.23338007926940918,20,RFE_wrapper,0.026431918144226074,subramanian
62,SVC,0.25009238719940186,20,relieff_wrapper,0.03490638732910156,subramanian
63,SVC,0.2590678930282593,20,relaxed_lasso_wrapper,0.026429295539855957,subramanian
64,SVC,0.25408077239990234,50,f_classif_wrapper,0.022434592247009277,subramanian
65,SVC,0.3016998767852783,50,RFE_wrapper,0.0346606969833374,subramanian
66,SVC,0.2745264768600464,50,relieff_wrapper,0.05634939670562744,subramanian
67,SVC,0.24983906745910645,50,relaxed_lasso_wrapper,0.05186140537261963,subramanian
68,SVC,0.2603187561035156,100,f_classif_wrapper,0.04388248920440674,subramanian
69,SVC,0.2795135974884033,100,RFE_wrapper,0.04238617420196533,subramanian
70,SVC,0.26505160331726074,100,relieff_wrapper,0.04238700866699219,subramanian
71,SVC,0.25009167194366455,100,relaxed_lasso_wrapper,0.04388260841369629,subramanian
72,RandomForestClassifier,0.2705388069152832,1,f_classif_wrapper,0.3079385757446289,subramanian
73,RandomForestClassifier,0.26679348945617676,1,RFE_wrapper,0.331132173538208,subramanian
74,RandomForestClassifier,0.26629507541656494,1,relieff_wrapper,0.2972224950790405,subramanian
75,RandomForestClassifier,0.31666886806488037,1,relaxed_lasso_wrapper,0.2643015384674072,subramanian
76,RandomForestClassifier,0.3580585718154907,2,f_classif_wrapper,0.21568429470062256,subramanian
77,RandomForestClassifier,0.2992163896560669,2,RFE_wrapper,0.2792602777481079,subramanian
