,index,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value
83,83,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),3,Leave-one-out,2,PR-AUC,0.45
84,84,subramanian,50,10100,f_classif_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.425
85,85,subramanian,50,10100,RFE_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.45
86,86,subramanian,50,10100,relieff_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.5
87,87,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),4,Leave-one-out,2,PR-AUC,0.4
88,88,subramanian,50,10100,f_classif_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.45
89,89,subramanian,50,10100,RFE_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.425
90,90,subramanian,50,10100,relieff_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.425
91,91,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),5,Leave-one-out,2,PR-AUC,0.375
92,92,subramanian,50,10100,f_classif_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.475
93,93,subramanian,50,10100,RFE_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.475
94,94,subramanian,50,10100,relieff_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.475
95,95,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),10,Leave-one-out,2,PR-AUC,0.55
96,96,subramanian,50,10100,f_classif_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.45
97,97,subramanian,50,10100,RFE_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.6
98,98,subramanian,50,10100,relieff_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.475
99,99,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),20,Leave-one-out,2,PR-AUC,0.55
100,100,subramanian,50,10100,f_classif_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.55
101,101,subramanian,50,10100,RFE_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.5
102,102,subramanian,50,10100,relieff_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.5
103,103,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),50,Leave-one-out,2,PR-AUC,0.45
104,104,subramanian,50,10100,f_classif_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.5
105,105,subramanian,50,10100,RFE_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.525
106,106,subramanian,50,10100,relieff_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.525
107,107,subramanian,50,10100,relaxed_lasso_wrapper,RandomForestClassifier(),100,Leave-one-out,2,PR-AUC,0.425
108,108,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.45
109,109,subramanian,50,10100,RFE_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.65
110,110,subramanian,50,10100,relieff_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.45
111,111,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),1,Leave-one-out,2,PR-AUC,0.425
112,112,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.5
113,113,subramanian,50,10100,RFE_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.65
114,114,subramanian,50,10100,relieff_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.425
115,115,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),2,Leave-one-out,2,PR-AUC,0.425
116,116,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.475
117,117,subramanian,50,10100,RFE_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.65
118,118,subramanian,50,10100,relieff_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.425
119,119,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),3,Leave-one-out,2,PR-AUC,0.45
120,120,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.45
121,121,subramanian,50,10100,RFE_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.575
122,122,subramanian,50,10100,relieff_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.475
123,123,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),4,Leave-one-out,2,PR-AUC,0.475
124,124,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.45
125,125,subramanian,50,10100,RFE_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.55
126,126,subramanian,50,10100,relieff_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.45
127,127,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),5,Leave-one-out,2,PR-AUC,0.475
128,128,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.525
129,129,subramanian,50,10100,RFE_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.5
130,130,subramanian,50,10100,relieff_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.425
131,131,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),10,Leave-one-out,2,PR-AUC,0.5
132,132,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.5
133,133,subramanian,50,10100,RFE_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.575
134,134,subramanian,50,10100,relieff_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.475
135,135,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),20,Leave-one-out,2,PR-AUC,0.5
136,136,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.525
137,137,subramanian,50,10100,RFE_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.575
138,138,subramanian,50,10100,relieff_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.55
139,139,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),50,Leave-one-out,2,PR-AUC,0.45
140,140,subramanian,50,10100,f_classif_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.55
141,141,subramanian,50,10100,RFE_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.625
142,142,subramanian,50,10100,relieff_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.55
143,143,subramanian,50,10100,relaxed_lasso_wrapper,LogisticRegression(),100,Leave-one-out,2,PR-AUC,0.425
144,144,subramanian,50,10100,f_classif_wrapper,KNeighborsClassifier(),1,Leave-one-out,2,PR-AUC,0.525
